Age,English level,Education Level,Computing Experience,Task,Selected Answer,Correct,Case Type,Time Taken (ms),Submission Timestamp
19,efl,undergraduate,advanced,backup database files,backupDatabaseFlies,false,camel,4150,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,5261,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,3840,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,5441,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,4180,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,4808,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,compress large files,combineLargeFiles,false,camel,5236,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,5521,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,4828,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,4250,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,reset password policies,resetPasswordPolicy,false,camel,5734,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,backup database files,backup-database-flies,false,kebab,4630,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,4315,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,4069,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,5041,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,4590,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,6337,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,3899,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,run diagnostic tests,ranDialogisticTests,false,camel,4571,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,3984,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,4990,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,2747,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,5487,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,4630,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,3897,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,4548,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
19,efl,undergraduate,advanced,create user account,createUserAccent,false,camel,3640,Sun Dec 08 2024 11:44:03 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,monitor cpu usage,monitor-gpu-usage,false,kebab,6316,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,install software package,installSoftwarePackage,true,camel,4611,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,2895,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,backup database files,backupDatabaseFiles,true,camel,3688,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,configure network interface,configureNetworkInterface,true,camel,6214,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,enable network settings,enableNetworkSettings,true,camel,3268,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,install software package,install-software-package,true,kebab,3381,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,upload data to server,upload-data-to-server,true,kebab,1836,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,2700,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,compress large files,compressLargeFiles,true,camel,2670,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,enable network settings,enable-network-settings,true,kebab,3858,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,2904,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,generate error logs,generate-error-logs,true,kebab,2863,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,5276,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,backup database files,backup-database-files,true,kebab,3616,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,check system updates,checkSystemUpdates,true,camel,4118,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,3253,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,reset password policies,reset-password-policies,true,kebab,3342,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,create user account,create-user-account,true,kebab,3804,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,configure network interface,configure-network-interface,true,kebab,3609,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,4046,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,5244,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,4824,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,generate error logs,generateErrorLogs,true,camel,2071,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,3236,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,upload data to server,uploadDataToServer,true,camel,3690,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,check system updates,check-system-updates,true,kebab,2895,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,compress large files,compress-large-files,true,kebab,3334,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,2476,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
26,efl,postgraduate,advanced,create user account,createUserAccount,true,camel,2654,Mon Dec 09 2024 10:12:12 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,4685,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,install software package,installSoftwarePackage,true,camel,4807,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,3990,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,backup database files,backupDatabaseFiles,true,camel,3138,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,configure network interface,configureNetworkInterface,true,camel,4112,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,enable network settings,enableNetworkSettings,true,camel,5015,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,install software package,install-software-package,true,kebab,6362,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,upload data to server,upload-data-to-server,true,kebab,3997,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,3959,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,compress large files,compressLargeFiles,true,camel,2899,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,enable network settings,enable-network-settings,true,kebab,3382,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,4795,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,generate error logs,generate-error-logs,true,kebab,3115,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,3431,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,backup database files,backup-database-files,true,kebab,3786,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,check system updates,checkSystemUpdates,true,camel,4232,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,2937,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,reset password policies,reset-password-policies,true,kebab,3438,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,create user account,create-user-account,true,kebab,3066,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,configure network interface,configure-network-interface,true,kebab,2817,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,4388,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,3522,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,2338,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,generate error logs,generateErrorLogs,true,camel,2462,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,2300,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,upload data to server,uploadDataToServer,true,camel,4011,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,check system updates,check-system-updates,true,kebab,3931,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,compress large files,combine-large-files,false,kebab,3212,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,6807,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
39,esl,postgraduate,advanced,create user account,createUserAccount,true,camel,5636,Tue Dec 10 2024 10:01:04 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,40184,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,7203,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,7753,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,11270,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,5815,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,11378,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,6363,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,9703,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,6572,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,compress large files,compressLargeFiles,true,camel,10072,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,6643,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,8650,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,9741,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,9329,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,backup database files,backup-database-files,true,kebab,7461,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,4853,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,7739,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,5753,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,7018,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,24727,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,4937,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,5417,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,3601,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,3106,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,6022,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,7732,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,5405,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,11596,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,4639,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
20,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,3461,Thu Dec 12 2024 16:53:07 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,7394,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,6315,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,4664,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,3734,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,3033,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,3032,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,install software package,install-software-package,true,kebab,4200,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,1897,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,3367,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,compress large files,combineLargeFiles,false,camel,2584,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,4899,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,run diagnostic tests,run-diagnostic-texts,false,kebab,3683,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,3717,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,3866,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,backup database files,backup-database-files,true,kebab,5900,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,2315,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,2728,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,2796,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,create user account,create-user-account,true,kebab,1980,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,3584,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,7451,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,2033,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,4265,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,4398,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,monitor cpu usage,monitorCpuUsage,true,camel,3334,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,4350,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,4332,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,3317,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,2766,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
25,esl,undergraduate,advanced,create user account,createUserAccount,true,camel,3483,Sat Dec 14 2024 19:55:51 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,17204,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,8780,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,4987,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,10756,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,configure network interface,configureNetworkInterface,true,camel,8103,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,enable network settings,enableNetworkSettings,true,camel,5595,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,install software package,install-software-package,true,kebab,5461,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,upload data to server,upload-data-to-server,true,kebab,4687,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,synchronize time servers,synchronize-time-servers,true,kebab,5836,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,compress large files,combineLargeFiles,false,camel,6333,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,enable network settings,enable-network-settings,true,kebab,8839,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,run diagnostic tests,run-diagnostic-tests,true,kebab,4183,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,generate error logs,generate-error-logs,true,kebab,3803,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,reset password policies,resetPasswordPolicies,true,camel,3606,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,backup database files,backup-database-files,true,kebab,4766,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,check system updates,checkSystemUpdates,true,camel,2469,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,analyze disk space,analyze-disk-space,true,kebab,2546,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,reset password policies,reset-password-policies,true,kebab,3118,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,create user account,create-user-account,true,kebab,2196,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,configure network interface,configure-network-interface,true,kebab,4599,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,synchronize time servers,synchronizeTimeServers,true,camel,2923,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,run diagnostic tests,runDiagnosticTests,true,camel,4086,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,analyze disk space,analyzeDiskSpace,true,camel,4138,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,generate error logs,generateErrorLogs,true,camel,3027,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,monitor cpu usage,migrateCpuUsage,false,camel,2116,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,upload data to server,uploadDataToServer,true,camel,9698,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,check system updates,check-system-updates,true,kebab,3484,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,compress large files,compress-large-files,true,kebab,4492,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,manage firewall rules,manage-firewall-rules,true,kebab,3046,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
18,efl,undergraduate,advanced,create user account,createUserAccount,true,camel,7058,Sat Dec 14 2024 20:01:13 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,monitor cpu usage,monitor-cpu-usage,true,kebab,10764,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,install software package,installSoftwarePackage,true,camel,8352,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,manage firewall rules,manageFirewallRules,true,camel,10248,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
21,efl,undergraduate,advanced,backup database files,backupDatabaseFiles,true,camel,11339,Sat Dec 14 2024 22:09:12 GMT+0000 (Coordinated Universal Time)
